data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_pln;TYP_aktywo_std;equity_nazwa
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Listy zastawne;MILLENNIUM BANK HIPOTECZNY S.A.;PLMLNBH00014;PLN;300;301410;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000117024;PLN;880;815358.64;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ONE UNITED PROPERTIES SA;ROJ8YZPDHWW8;RON;82661;30518.28;akcje;ONE RO Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MEDIGENE AG;DE000A40ESG2;EUR;234;1021.87;akcje;MDG1 GR Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Listy zastawne;ING BANK HIPOTECZNY S.A.;XS2895060809;PLN;1;509497.49;inne;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;MBANK S.A.;XS2907137736;EUR;1;435219.82;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;AMS AG;AT0000A3EPA4;CHF;852;22967.49;akcje;AMS SW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ŻABKA GROUP SA;LU2910446546;PLN;5484;105567;akcje;ZAB PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Dłużne papiery wartościowe;SKARB PAŃSTWA RZECZYPOSPOLITEJ POLSKIEJ;PL0000117370;PLN;500;510275;obligacje;nan
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;BNP PARIBAS BANK POLSKA S.A.;PLBGZ0000010;PLN;320;27264;akcje;BNPPPL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;BANK MILLENNIUM S.A.;PLBIG0000016;PLN;9013;80215.7;akcje;MIL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MBANK S.A.;PLBRE0000012;PLN;162;88646.4;akcje;MBK PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ING BANK ŚLĄSKI S.A.;PLBSK0000017;PLN;362;87423;akcje;ING PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;CCC S.A.;PLCCC0000016;PLN;269;49442.2;akcje;CCC PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;CD PROJEKT S.A.;PLOPTTC00011;PLN;211;40395.95;akcje;CDR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ECHO INVESTMENT S.A.;PLECHPS00019;PLN;7575;35451;akcje;ECH PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;JASTRZĘBSKA SPÓŁKA WĘGLOWA S.A.;PLJSW0000015;PLN;999;20689.29;akcje;JSW PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;GRUPA KĘTY S.A.;PLKETY000011;PLN;50;34125;akcje;KTY PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;KGHM POLSKA MIEDŹ S.A.;PLKGHM000017;PLN;1372;157780;akcje;KGH PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;KRUK S.A.;PLKRK0000010;PLN;252;104781.6;akcje;KRU PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;LPP S.A.;PLLPP0000011;PLN;19;295450;akcje;LPP PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;BANK POLSKA KASA OPIEKI S.A.;PLPEKAO00016;PLN;2115;291658.5;akcje;PEO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ORLEN S.A.;PLPKN0000018;PLN;5281;249263.2;akcje;PKN PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;POWSZECHNA KASA OSZCZĘDNOŚCI BANK POLSKI S.A.;PLPKO0000016;PLN;6224;371946.24;akcje;PKO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;CYFROWY POLSAT S.A.;PLCFRPT00013;PLN;4210;59529.4;akcje;CPS PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;POWSZECHNY ZAKŁAD UBEZPIECZEŃ S.A.;PLPZU0000011;PLN;5851;268209.84;akcje;PZU PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;TAURON POLSKA ENERGIA S.A.;PLTAURN00011;PLN;13911;52291.45;akcje;TPE PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;WIELTON S.A.;PLWELTN00012;PLN;1965;9156.9;akcje;WLT PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ALIOR BANK S.A.;PLALIOR00045;PLN;1087;93460.26;akcje;ALR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;SANTANDER BANK POLSKA S.A.;PLBZ00000044;PLN;173;79164.8;akcje;SPL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;INTER CARS S.A.;PLINTCS00010;PLN;267;139107;akcje;CAR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;GRUPA AZOTY S.A.;PLZATRM00012;PLN;241;4506.7;akcje;ATT PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;VRG S.A.;PLVSTLA00011;PLN;15315;48701.7;akcje;VRG PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;DOM DEVELOPMENT S.A.;PLDMDVL00012;PLN;148;26965.6;akcje;DOM PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;STALPRODUKT S.A.;PLSTLPD00017;PLN;33;7326;akcje;STP PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;BENEFIT SYSTEMS S.A.;PLBNFTS00018;PLN;36;104220;akcje;BFT PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ASML HOLDING N.V.;NL0010273215;EUR;10;28715.66;akcje;ASML NA Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;DEVELIA S.A.;PLLCCRP00017;PLN;7934;43716.34;akcje;DVL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;NEUCA S.A.;PLTRFRM00018;PLN;27;23571;akcje;NEU PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;NVIDIA CORP;US67066G1040;USD;109;61384.34;akcje;NVDA US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;AMAZON.COM, INC.;US0231351067;USD;87;78860.7;akcje;AMZN US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MIRBUD S.A.;PLMRBUD00015;PLN;2398;28488.24;akcje;MRB PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;FERRO S.A.;PLFERRO00016;PLN;1302;46741.8;akcje;FRO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;IZOBLOK S.A.;PLIZBLK00010;PLN;244;9516;akcje;IZB PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MFO S.A.;PLMFO0000013;PLN;1457;39047.6;akcje;MFO PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;MICRON TECHNOLOGY INC.;US5951121038;USD;93;32496.97;akcje;MU US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;BANK OF AMERICA CORP;US0605051046;USD;249;44783.98;akcje;BAC US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;INTEL CORP;US4581401001;USD;557;45218.78;akcje;INTC US Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;TORPOL S.A.;PLTORPL00016;PLN;1011;32756.4;akcje;TOR PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;ZALANDO SE;DE000ZAL1111;EUR;214;29623.67;akcje;ZAL GR Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;WIRTUALNA POLSKA HOLDING S.A.;PLWRTPL00027;PLN;465;36409.5;akcje;WPL PW Equity
2024-12-30;Santander TFI S.A.;Santander PPK 2025;2025;Akcje;POZNAŃSKA KORPORACJA BUDOWLANA PEKABEX S.A.;PLPKBEX00072;PLN;1034;18301.8;akcje;PBX PW Equity
